episode_uid,experiment_split,case_id,temporal_overlap_seed_mode,suite,task_id,init_state_id,rollout_seed,task_description,target_objects,success,critical_event_type,critical_event_t,failure_type,final_t,episode_goal_progress_max,collector_event,collector_event_on_success,event_chunk_goal_progress_end,event_chunk_target_lift_max,event_chunk_drop_candidate,event_chunk_wrong_object_candidate
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|5|1390485,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390485,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,136,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|6|1390582,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390582,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,131,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|7|1390679,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390679,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,128,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|8|1390776,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390776,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,128,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_object_appearance_independent__libero_object_object__task7__init0__max_value__l0|libero_object_object|7|0|0|9|1390873,holdout,hold_object_appearance_task7_init0,independent,libero_object_object,7,0,1390873,pick up the milk and place it in the basket,yellow_milk_1,True,none,-1,success,128,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_coupled__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|0|1400000,holdout,hold_spatial_language_task6_init0,coupled,libero_spatial_lan,6,0,1400000,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_coupled__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|1|1400097,holdout,hold_spatial_language_task6_init0,coupled,libero_spatial_lan,6,0,1400097,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,103,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_coupled__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|2|1400194,holdout,hold_spatial_language_task6_init0,coupled,libero_spatial_lan,6,0,1400194,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,103,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_coupled__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|3|1400291,holdout,hold_spatial_language_task6_init0,coupled,libero_spatial_lan,6,0,1400291,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,105,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_coupled__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|4|1400388,holdout,hold_spatial_language_task6_init0,coupled,libero_spatial_lan,6,0,1400388,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_coupled__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|5|1400485,holdout,hold_spatial_language_task6_init0,coupled,libero_spatial_lan,6,0,1400485,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|0|1400000,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400000,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,102,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|10|1400970,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400970,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|11|1401067,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1401067,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|12|1401164,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1401164,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,103,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|13|1401261,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1401261,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,103,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|14|1401358,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1401358,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,103,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|15|1401455,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1401455,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|16|1401552,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1401552,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|17|1401649,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1401649,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|18|1401746,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1401746,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,102,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|19|1401843,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1401843,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|1|1400097,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400097,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,103,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|2|1400194,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400194,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|3|1400291,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400291,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|4|1400388,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400388,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|5|1400485,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400485,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,103,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|6|1400582,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400582,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,103,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|7|1400679,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400679,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|8|1400776,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400776,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,104,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_language_independent__libero_spatial_lan__task6__init0__max_value__l0|libero_spatial_lan|6|0|0|9|1400873,holdout,hold_spatial_language_task6_init0,independent,libero_spatial_lan,6,0,1400873,pick up the black bowl next to the cookie box and place it on the plate,akita_black_bowl_1,True,none,-1,success,103,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_coupled__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|0|1380000,holdout,hold_spatial_object_task0_init0,coupled,libero_spatial_object,0,0,1380000,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_coupled__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|1|1380097,holdout,hold_spatial_object_task0_init0,coupled,libero_spatial_object,0,0,1380097,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_coupled__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|2|1380194,holdout,hold_spatial_object_task0_init0,coupled,libero_spatial_object,0,0,1380194,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_coupled__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|3|1380291,holdout,hold_spatial_object_task0_init0,coupled,libero_spatial_object,0,0,1380291,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_coupled__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|4|1380388,holdout,hold_spatial_object_task0_init0,coupled,libero_spatial_object,0,0,1380388,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_coupled__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|5|1380485,holdout,hold_spatial_object_task0_init0,coupled,libero_spatial_object,0,0,1380485,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|0|1380000,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380000,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|10|1380970,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380970,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|11|1381067,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1381067,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|12|1381164,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1381164,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|13|1381261,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1381261,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|14|1381358,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1381358,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|15|1381455,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1381455,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,78,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|16|1381552,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1381552,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|17|1381649,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1381649,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|18|1381746,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1381746,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|19|1381843,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1381843,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,72,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|1|1380097,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380097,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|2|1380194,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380194,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|3|1380291,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380291,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|4|1380388,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380388,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|5|1380485,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380485,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|6|1380582,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380582,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|7|1380679,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380679,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|8|1380776,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380776,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,74,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_object_independent__libero_spatial_object__task0__init0__max_value__l0|libero_spatial_object|0|0|0|9|1380873,holdout,hold_spatial_object_task0_init0,independent,libero_spatial_object,0,0,1380873,pick up the black bowl between the plate and the ramekin and place it on the plate,black_bowl_1,True,none,-1,success,73,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_coupled__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|0|1410000,holdout,hold_spatial_swap_task8_init0,coupled,libero_spatial_swap,8,0,1410000,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_coupled__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|1|1410097,holdout,hold_spatial_swap_task8_init0,coupled,libero_spatial_swap,8,0,1410097,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,142,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_coupled__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|2|1410194,holdout,hold_spatial_swap_task8_init0,coupled,libero_spatial_swap,8,0,1410194,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,120,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_coupled__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|3|1410291,holdout,hold_spatial_swap_task8_init0,coupled,libero_spatial_swap,8,0,1410291,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,False,target_drop_candidate,112,target_drop_candidate,220,0.0,True,False,0.0,0.0908167925759189,1.0,0.0
temporal_overlap_passive_20260821__hold_spatial_swap_coupled__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|4|1410388,holdout,hold_spatial_swap_task8_init0,coupled,libero_spatial_swap,8,0,1410388,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,135,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_coupled__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|5|1410485,holdout,hold_spatial_swap_task8_init0,coupled,libero_spatial_swap,8,0,1410485,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,111,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|0|1410000,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410000,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,134,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|10|1410970,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410970,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,115,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|11|1411067,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1411067,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,128,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|12|1411164,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1411164,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,141,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|13|1411261,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1411261,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,124,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|14|1411358,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1411358,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,118,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|15|1411455,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1411455,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,114,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|16|1411552,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1411552,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,137,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|17|1411649,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1411649,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,133,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|18|1411746,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1411746,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,158,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|19|1411843,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1411843,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,141,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|1|1410097,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410097,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,141,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|2|1410194,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410194,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,140,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|3|1410291,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410291,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,126,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|4|1410388,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410388,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,136,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|5|1410485,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410485,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,155,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|6|1410582,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410582,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,146,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|7|1410679,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410679,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,151,1.0,False,False,,,,
temporal_overlap_passive_20260821__hold_spatial_swap_independent__libero_spatial_swap__task8__init0__max_value__l0|libero_spatial_swap|8|0|0|8|1410776,holdout,hold_spatial_swap_task8_init0,independent,libero_spatial_swap,8,0,1410776,pick up the black bowl next to the plate and place it on the plate,akita_black_bowl_1,True,none,-1,success,115,1.0,False,False,,,,
